L,ID,Title,Year,Age,IMDb,RottenTomatoes,Netflix,Hulu,Prime Video,Disney+,Type
0,1,Breaking Bad,2008,18,9.4,100,1,0,0,0,1
1,2,Stranger Things,2016,16,8.7,96,1,0,0,0,1
2,3,Attack on Titan,2013,18,9.0,95,1,1,0,0,1
3,4,Better C0 Saul,2015,18,8.8,94,1,0,0,0,1
4,5,Dark,2017,16,8.8,93,1,0,0,0,1
5,6,Avatar: The Last Airbender,2005,7,9.3,93,1,0,1,0,1
6,7,Peaky Blinders,2013,18,8.8,93,1,0,0,0,1
7,8,The Walking Dead,2010,18,8.2,93,1,0,0,0,1
8,9,Black Mirror,2011,18,8.8,92,1,0,0,0,1
9,10,The Queen's Gambit,2020,18,8.6,92,1,0,0,0,1
10,11,Mindhunter,2017,18,8.6,90,1,0,0,0,1
11,12,Community,2009,7,8.5,90,1,1,1,0,1
12,13,Narcos,2015,18,8.8,90,1,0,0,0,1
13,14,Shameless,2011,18,8.5,90,1,1,1,0,1
14,15,Money Heist,2017,18,8.3,90,1,0,0,0,1
15,16,Marvel's Daredevil,2015,18,8.6,90,1,0,0,0,1
16,17,Lucifer,2016,16,8.1,90,1,0,0,0,1
17,18,Supernatural,2005,16,8.4,89,1,0,0,0,1
18,19,The Witcher,2019,18,8.2,89,1,0,0,0,1
19,20,Ozark,2017,18,8.4,89,1,0,0,0,1
20,21,The Crown,2016,18,8.6,89,1,0,0,0,1
21,22,Cobra Kai,2018,16,8.6,89,1,0,0,0,1
22,23,The Blacklist,2013,16,8.0,88,1,0,0,0,1
23,24,The Flash,2014,16,7.6,88,1,0,0,0,1
24,25,Outlander,2014,18,8.4,88,1,0,0,0,1
25,26,Fullmetal Alchemist: Brotherhood,2009,16,9.1,88,1,1,0,0,1
26,27,The Good Place,2016,16,8.2,88,1,0,0,0,1
27,28,House of Cards,2013,18,8.7,88,1,0,0,0,1
28,29,Atypical,2017,16,8.3,88,1,0,0,0,1
29,30,Grey's Anatomy,2005,16,7.5,87,1,1,0,0,1
30,31,Arrested Development,2003,16,8.7,87,1,1,0,0,1
31,32,Lupin,2021,18,7.5,87,1,0,0,0,1
32,33,The Umbrella Academy,2019,16,8.0,87,1,0,0,0,1
33,34,Orange Is the New Black,2013,18,8.0,87,1,0,0,0,1
34,35,The Vampire Diaries,2009,16,7.7,86,1,0,0,0,1
35,36,Demon Slayer: Kimetsu no Yaiba,2019,18,8.7,86,1,1,0,0,1
36,37,The Last Dance,2020,16,9.1,86,1,0,0,0,1
37,38,American Horror Story,2011,18,8.0,86,1,1,1,0,1
38,39,Elite,2018,18,7.5,86,1,0,0,0,1
39,40,BoJack Horseman,2014,18,8.7,86,1,0,0,0,1
40,41,Star Trek: The Next Generation,1987,7,8.6,86,1,1,1,0,1
41,42,Broadchurch,2013,18,8.4,86,1,0,0,0,1
42,43,The IT Crowd,2006,16,8.5,86,1,0,0,0,1
43,44,When They See Us,2019,18,8.9,86,1,0,0,0,1
44,45,"Love, Death & Robots",2019,18,8.5,86,1,0,0,0,1
45,46,Schitt's Creek,2015,16,8.5,86,1,0,0,0,1
46,47,Marvel's Agents of S.H.I.E.L.D.,2013,16,7.5,86,1,0,0,0,1
47,48,Never Have I Ever,2020,16,7.9,86,1,0,0,0,1
48,49,The 100,2014,16,7.6,86,1,0,0,0,1
49,50,American Crime Story,2016,18,8.4,85,1,0,0,0,1
50,51,The Last Kingdom,2015,18,8.4,85,1,0,0,0,1
51,52,The End of the F***ing World,2017,18,8.1,85,1,0,0,0,1
52,53,New Girl,2011,16,7.7,85,1,0,0,0,1
53,54,Penny Dreadful,2014,18,8.2,85,1,0,1,0,1
54,55,One Piece,1999,7,8.8,85,1,1,0,0,1
55,56,Marvel's The Punisher,2017,18,8.5,85,1,0,0,0,1
56,57,Evil,2019,18,7.7,85,1,0,0,0,1
57,58,YOU,2018,18,7.7,85,1,0,0,0,1
58,59,Sense8,2015,18,8.3,84,1,0,0,0,1
59,60,Making a Murderer,2015,16,8.6,84,1,0,0,0,1
60,61,Unbelievable,2019,18,8.4,84,1,0,0,0,1
61,62,Arrow,2012,16,7.5,84,1,0,0,0,1
62,63,Sex Education,2019,18,8.3,84,1,0,0,0,1
63,64,Marvel's Jessica Jones,2015,18,7.9,84,1,0,0,0,1
64,65,Sweet Tooth,2021,16,7.9,84,1,0,0,0,1
65,66,Good Girls,2018,16,7.8,84,1,1,0,0,1
66,67,Death Note,2006,16,9.0,84,1,1,0,0,1
67,68,Gilmore Girls,2000,16,8.1,84,1,0,0,0,1
68,69,The Legend of Korra,2012,7,8.4,83,1,0,0,0,1
69,70,How to Get Away with Murder,2014,16,8.1,83,1,1,0,0,1
70,71,Master of None,2015,18,8.3,83,1,0,0,0,1
71,72,Chappelle's Show,2003,18,8.7,83,1,0,0,0,1
72,73,One-Punch Man,2015,7,8.8,83,1,1,0,0,1
73,74,Downton Abbey,2010,16,8.7,83,1,0,1,0,1
74,75,Gotham,2014,16,7.8,83,1,0,0,0,1
75,76,Pose,2018,18,8.6,83,1,0,0,0,1
76,77,Bodyguard,2018,18,8.1,83,1,0,0,0,1
77,78,Altered Carbon,2018,18,8.0,83,1,0,0,0,1
78,79,Ash vs Evil Dead,2015,18,8.4,83,1,0,0,0,1
79,80,The Sinner,2017,16,7.9,83,1,0,0,0,1
80,81,Our Planet,2019,0,9.3,82,1,0,0,0,1
81,82,Narcos: Mexico,2018,18,8.4,82,1,0,0,0,1
82,83,Shadow and Bone,2021,16,7.7,82,1,0,0,0,1
83,84,Castlevania,2017,18,8.3,82,1,0,0,0,1
84,85,Star Trek,1966,7,8.3,82,1,1,1,0,1
85,86,The Kominsky Method,2018,18,8.2,82,1,0,0,0,1
86,87,Hunter x Hunter,2011,16,9.0,82,1,1,0,0,1
87,88,Dead to Me,2019,18,8.0,82,1,0,0,0,1
88,89,The Haunting of Hill House,2018,18,8.6,82,1,0,0,0,1
89,90,Russian Doll,2019,18,7.9,82,1,0,0,0,1
90,91,Kingdom,2019,18,8.4,82,1,1,0,0,1
91,92,Neon Genesis Evangelion,1995,16,8.5,82,1,0,0,0,1
92,93,Naruto,2002,7,8.3,81,1,1,0,0,1
93,94,NCIS,2003,16,7.7,81,1,0,0,0,1
94,95,Manifest,2018,16,7.2,81,1,1,0,0,1
95,96,Halt and Catch Fire,2014,16,8.4,81,1,0,0,0,1
96,97,Monty Python's Flying Circus,1969,16,8.8,81,1,0,0,0,1
97,98,After Life,2019,18,8.4,81,1,0,0,0,1
98,99,Riverdale,2017,16,6.8,81,1,1,0,0,1
99,100,Big Mouth,2017,18,7.9,81,1,0,0,0,1
100,101,I Think You Should Leave with Tim Robinson,2019,18,7.8,81,1,0,0,0,1
101,102,Derry Girls,2018,16,8.4,81,1,0,0,0,1
102,103,The Promised Neverland,2019,18,8.5,81,1,1,0,0,1
103,104,Lost in Space,2018,7,7.3,80,1,1,0,0,1
104,105,Star Trek: Deep Space Nine,1993,7,8.0,80,1,1,1,0,1
105,106,Jane the Virgin,2014,16,7.8,80,1,0,0,0,1
106,107,Godless,2017,18,8.3,80,1,0,0,0,1
107,108,The OA,2016,18,7.8,80,1,0,0,0,1
108,109,DC's Legends of Tomorrow,2016,16,6.8,80,1,0,0,0,1
109,110,Sacred Games,2018,18,8.6,80,1,0,0,0,1
110,111,iZombie,2015,16,7.8,80,1,0,0,0,1
111,112,Longmire,2012,16,8.3,80,1,0,0,0,1
112,113,Happy Endings,2011,16,7.7,80,1,1,0,0,1
113,114,Into the Badlands,2015,16,8.0,80,1,0,0,0,1
114,115,The Originals,2013,16,8.2,80,1,0,0,0,1
115,116,Anne with an E,2017,0,8.7,80,1,0,0,0,1
116,117,Grace and Frankie,2015,18,8.3,80,1,0,0,0,1
117,118,Chilling Adventures of Sabrina,2018,16,7.5,80,1,0,0,0,1
118,119,Queen of the South,2016,16,8.0,79,1,0,0,0,1
119,120,A Series of Unfortunate Events,2017,7,7.8,79,1,0,0,0,1
120,121,Bridgerton,2020,0,7.3,79,1,0,0,0,1
121,122,Unorthodox,2020,18,8.0,79,1,0,0,0,1
122,123,Stargate SG-1,1997,13,8.4,79,1,1,0,0,1
123,124,Outer Banks,2020,18,7.6,79,1,0,0,0,1
124,125,13 Reasons Why,2017,18,7.6,79,1,0,0,0,1
125,126,Unbreakable Kimmy Schmidt,2015,16,7.6,79,1,0,0,0,1
126,127,Marvel's Luke Cage,2016,18,7.3,79,1,0,0,0,1
127,128,GLOW,2017,18,8.0,79,1,0,0,0,1
128,129,Borgen,2010,18,8.5,79,1,0,0,0,1
129,130,The 4400,2004,7,7.3,79,1,0,0,0,1
130,131,Alias Grace,2017,18,7.7,79,1,0,0,0,1
131,132,0 American,2018,16,7.7,79,1,0,0,0,1
132,133,Santa Clarita Diet,2017,18,7.8,79,1,0,0,0,1
133,134,Reign,2013,16,7.5,78,1,0,0,0,1
134,135,Maniac,2018,18,7.8,78,1,0,0,0,1
135,136,Dark Matter,2015,18,7.5,78,1,0,1,0,1
136,137,Star Trek: Voyager,1995,7,7.8,78,1,1,1,0,1
137,138,"Tiger King: Murder, Mayhem and Madness",2020,18,7.6,78,1,0,0,0,1
138,139,C0 the Midwife,2012,16,8.4,78,1,0,0,0,1
139,140,Queer Eye,2018,16,8.5,78,1,0,0,0,1
140,141,American Vandal,2017,16,8.2,78,1,0,0,0,1
141,142,Wynonna Earp,2016,16,7.5,78,1,0,0,0,1
142,143,Marvel's The Defenders,2017,18,7.3,78,1,0,0,0,1
143,144,HAPPY!,2017,18,8.2,77,1,0,0,0,1
144,145,Haikyu!!,2014,16,8.7,77,1,1,0,0,1
145,146,Colony,2016,16,7.4,77,1,0,0,0,1
146,147,Heartland,2007,7,8.4,77,1,0,1,0,1
147,148,Alone,2015,16,8.4,77,1,1,0,0,1
148,149,Marco Polo,2014,18,8.0,77,1,0,1,0,1
149,150,Wild Wild Country,2018,16,8.1,77,1,0,0,0,1
150,151,The Dragon Prince,2018,7,8.4,77,1,0,0,0,1
151,152,Locke & Key,2020,16,7.4,77,1,0,0,0,1
152,153,Love,2016,18,7.7,77,1,0,0,0,1
153,154,One Day at a Time,2017,7,8.2,77,1,0,0,0,1
154,155,Feel Good,2020,18,7.5,77,1,0,0,0,1
155,156,Fauda,2015,16,8.2,77,1,0,0,0,1
156,157,The Dark Crystal: Age of Resistance,2019,7,8.4,77,1,0,0,0,1
157,158,Top Boy,2011,18,8.4,77,1,0,0,0,1
158,159,I Am Not Okay with This,2020,18,7.5,77,1,0,0,0,1
159,160,Supergirl,2015,16,6.2,77,1,0,0,0,1
160,161,The Shannara Chronicles,2016,16,7.2,77,1,0,0,0,1
161,162,Designated Survivor,2016,7,7.5,77,1,0,0,0,1
162,163,Travelers,2016,16,8.1,77,1,0,0,0,1
163,164,StartUp,2016,18,7.9,77,1,0,0,0,1
164,165,Ripper Street,2012,18,8.1,77,1,0,0,0,1
165,166,Episodes,2011,18,7.8,77,1,0,0,0,1
166,167,Crazy Ex-Girlfriend,2015,16,7.8,76,1,0,0,0,1
167,168,Bloodline,2015,18,7.9,76,1,0,0,0,1
168,169,Black Summer,2019,18,6.5,76,1,0,0,0,1
169,170,The Borgias,2011,18,7.9,76,1,0,0,0,1
170,171,Glee,2009,16,6.7,76,1,0,1,0,1
171,172,The Stranger,2020,18,7.3,76,1,0,0,0,1
172,173,Virgin River,2019,16,7.4,76,1,0,0,0,1
173,174,Lilyhammer,2012,18,8.0,76,1,0,0,0,1
174,175,Dirty John,2018,18,7.2,76,1,0,0,0,1
175,176,TURN: Washington's Spies,2014,16,8.1,76,1,0,0,0,1
176,177,Star Trek: Enterprise,2001,7,7.5,76,1,1,1,0,1
177,178,She-Ra and the Princesses of Power,2018,0,7.9,75,1,0,0,0,1
178,179,Merlin,2008,7,7.9,75,1,1,1,0,1
179,180,The Magicians,2015,16,7.6,75,1,0,0,0,1
180,181,Ginny & Georgia,2021,16,7.5,75,1,0,0,0,1
181,182,The Spy,2019,18,7.9,75,1,0,0,0,1
182,183,On My Block,2018,16,8.0,75,1,0,0,0,1
183,184,The Movies That Made Us,2019,18,7.8,75,1,0,0,0,1
184,185,Chef's Table,2015,0,8.5,75,1,0,0,0,1
185,186,Biohackers,2020,18,6.8,75,1,0,0,0,1
186,187,The Seven Deadly Sins,2014,16,8.0,75,1,0,0,0,1
187,188,The Keepers,2017,16,8.1,75,1,0,0,0,1
188,189,F is for Family,2015,18,8.0,74,1,0,0,0,1
189,190,The Midnight Gospel,2020,18,8.2,74,1,0,0,0,1
190,191,Ragnarok,2020,18,7.5,74,1,0,1,0,1
191,192,Legacies,2018,16,7.4,74,1,0,0,0,1
192,193,The Order,2019,18,6.8,74,1,0,0,0,1
193,194,Disenchantment,2018,16,7.2,74,1,0,0,0,1
194,195,Dead Set,2008,18,7.6,74,1,0,0,0,1
195,196,Dirty Money,2018,16,8.1,74,1,0,0,0,1
196,197,The Staircase,2005,16,7.9,74,1,0,0,0,1
197,198,Soul Eater,2008,16,7.8,74,1,1,0,0,1
198,199,Into the Night,2020,18,7.1,74,1,0,0,0,1
199,200,The Haunting of Bly Manor,2020,0,7.4,74,1,0,0,0,1
200,201,Julie and the Phantoms,2020,7,8.5,74,1,0,0,0,1
201,202,Leyla ile Mecnun,2011,7,9.1,74,1,0,0,0,1
202,203,Living with Yourself,2019,18,7.2,74,1,0,0,0,1
203,204,Young Royals,2021,0,8.6,74,1,0,0,0,1
204,205,Hilda,2018,7,8.6,74,1,0,0,0,1
205,206,The Mechanism,2018,18,8.4,74,1,0,0,0,1
206,207,ERASED,2016,16,8.5,74,1,1,0,0,1
207,208,Formula 1: Drive to Survive,2019,16,8.6,74,1,0,0,0,1
208,209,Don't F**k with Cats: Hunting an Internet Killer,2019,18,8.0,74,1,0,0,0,1
209,210,Kim's Convenience,2016,16,8.2,73,1,0,0,0,1
210,211,The Society,2019,18,7.1,73,1,0,0,0,1
211,212,Imposters,2017,16,7.8,73,1,0,0,0,1
212,213,Frequency,2016,7,7.5,73,1,0,1,0,1
213,214,Wentworth,2013,18,8.6,73,1,0,0,0,1
214,215,Marvel's Iron Fist,2017,18,6.5,73,1,0,0,0,1
215,216,Bleach,2004,18,8.1,73,1,1,0,0,1
216,217,Quantico,2015,16,6.7,73,1,0,0,0,1
217,218,Shooter,2016,16,7.5,73,1,0,0,0,1
218,219,Pokémon,1997,7,7.5,73,1,1,1,0,1
219,220,Hollywood,2020,18,7.5,73,1,0,0,0,1
220,221,Madam Secretary,2014,16,7.6,73,1,0,0,0,1
221,222,Last Tango in Halifax,2012,16,8.3,73,1,0,0,0,1
222,223,Safe,2018,18,7.3,73,1,1,0,0,1
223,224,Resurrection: Ertugrul,2014,16,8.0,73,1,0,0,0,1
224,225,Versailles,2015,18,7.9,73,1,0,0,0,1
225,226,Sex/Life,2021,18,5.4,73,1,0,0,0,1
226,227,Fullmetal Alchemist,2003,16,8.5,73,1,0,0,0,1
227,228,Marianne,2019,18,7.5,73,1,0,0,0,1
228,229,Five Came Back,2017,16,8.3,73,1,0,0,0,1
229,230,Miraculous: Tales of Ladybug & Cat Noir,2015,7,7.7,73,1,0,0,0,1
230,231,Abstract: The Art of Design,2017,16,8.4,73,1,0,0,0,1
231,232,Teenage Bounty Hunters,2020,18,7.7,72,1,0,0,0,1
232,233,Documentary Now!,2015,18,8.1,72,1,0,0,0,1
233,234,Special,2019,18,7.6,72,1,0,0,0,1
234,235,JoJo's Bizarre Adventure,2012,18,8.4,72,1,1,0,0,1
235,236,Manhunt,2017,16,8.1,72,1,0,0,0,1
236,237,Your Lie in April,2014,7,8.6,72,1,1,0,0,1
237,238,Code Geass: Lelouch of the Rebellion,2006,18,8.7,72,1,0,0,0,1
238,239,Middleditch & Schwartz,2020,18,8.6,72,1,0,0,0,1
239,240,Zoo,2015,16,6.7,72,1,0,0,0,1
240,241,Jupiters Legacy,2021,18,6.7,72,1,0,0,0,1
241,242,Ratched,2020,18,7.3,72,1,0,0,0,1
242,243,Babylon Berlin,2017,18,8.4,72,1,0,0,0,1
243,244,Better Than Us,2018,0,7.4,72,1,0,0,0,1
244,245,Everything Sucks!,2018,16,7.5,72,1,0,0,0,1
245,246,Evil Genius,2018,18,7.5,72,1,0,0,0,1
246,247,Doctor Foster,2015,16,7.7,72,1,0,0,0,1
247,248,Marcella,2016,18,7.4,72,1,0,0,0,1
248,249,Survivor,2000,7,7.2,72,1,1,1,0,1
249,250,Derek,2013,7,8.0,72,1,0,0,0,1
250,251,Flowers,2016,0,8.2,72,1,0,0,0,1
251,252,3%,2016,18,7.4,72,1,0,0,0,1
252,253,Tuca & Bertie,2019,18,7.4,72,1,0,0,0,1
253,254,Kuroko's Basketb0,2012,0,8.3,72,1,0,0,0,1
254,255,Parasyte -the maxim-,2014,18,8.3,72,1,1,0,0,1
255,256,Last Chance U,2016,16,8.4,71,1,0,0,0,1
256,257,Trailer Park Boys,2001,18,8.5,71,1,0,0,0,1
257,258,Black Lightning,2018,16,6.1,71,1,0,0,0,1
258,259,Chicago Med,2015,16,7.6,71,1,1,0,0,1
259,260,How to Sell Drugs Online (Fast),2019,18,7.9,71,1,0,0,0,1
260,261,Secret City,2016,18,7.4,71,1,0,0,0,1
261,262,Dynasty,2017,16,7.3,71,1,0,0,0,1
262,263,Dracula,2020,18,6.8,71,1,0,0,0,1
263,264,Delhi Crime,2019,0,8.5,71,1,0,0,0,1
264,265,Space Force,2020,18,6.7,71,1,0,0,0,1
265,266,Pretend It's a City,2021,16,8.1,71,1,0,0,0,1
266,267,Masters of the Universe: Revelation,2021,7,4.9,71,1,0,0,0,1
267,268,iCarly,2007,0,6.7,71,1,0,0,0,1
268,269,Who Killed Sara?,2021,18,6.4,71,1,0,0,0,1
269,270,Sword Art Online,2012,18,7.6,71,1,1,0,0,1
270,271,Paranormal,2020,7,8.5,71,1,0,0,0,1
271,273,Frontier,2016,18,7.2,71,1,0,0,0,1
272,274,The Politician,2019,16,7.5,71,1,0,0,0,1
273,275,Raising Dion,2019,7,7.2,71,1,0,0,0,1
274,276,Food Wars! Shokugeki no Soma,2015,18,8.2,71,1,1,0,0,1
275,277,Crash Landing on You,2019,16,8.7,71,1,0,0,0,1
276,278,Seven Seconds,2018,18,7.7,71,1,0,0,0,1
277,279,The Great British Bake Off,2010,7,8.5,70,1,0,0,0,1
278,280,Wizards: Tales of Arcadia,2020,7,8.2,70,1,0,0,0,1
279,281,Conversations with a Killer: The Ted Bundy Tapes,2019,18,7.8,70,1,0,0,0,1
280,282,Lenox Hill,2020,0,8.7,70,1,0,0,0,1
281,283,Fate: The Winx Saga,2021,18,6.9,70,1,0,0,0,1
282,284,The Circle,2020,18,7.3,70,1,0,1,0,1
283,285,Cheer,2020,16,8.1,70,1,0,0,0,1
284,286,Hemlock Grove,2013,18,7.1,70,1,0,0,0,1
285,287,Transformers: War for Cybertron: Siege,2020,16,7.4,70,1,0,0,0,1
286,288,Explained,2018,16,8.0,70,1,0,0,0,1
287,289,Messiah,2020,18,7.6,70,1,0,0,0,1
288,290,Sky Rojo,2021,18,6.5,70,1,0,0,0,1
289,291,Bonding,2019,18,7.2,70,1,0,0,0,1
290,292,I'm Sorry,2017,7,8.0,70,1,0,0,0,1
291,293,Katla,2021,18,7.1,70,1,0,0,0,1
292,294,It's Okay to Not Be Okay,2020,16,8.8,70,1,0,0,0,1
293,295,Forensic Files,1996,16,8.8,70,1,1,1,0,1
294,296,Workin' Moms,2017,18,7.6,70,1,0,0,0,1
295,297,The Toys That Made Us,2017,16,8.1,70,1,0,0,0,1
296,298,The Devil Next Door,2019,18,7.6,70,1,0,0,0,1
297,299,Kipo and the Age of Wonderbeasts,2020,7,8.4,70,1,0,0,0,1
298,300,"Roswell, New Mexico",2019,16,6.2,70,1,0,0,0,1
299,301,Night Stalker: The Hunt For a Serial Killer,2021,18,7.5,70,1,0,0,0,1
300,302,Glitch,2015,16,7.3,70,1,0,0,0,1
301,303,Great Pretender,2020,18,8.0,69,1,0,0,0,1
302,304,InuYasha,2000,16,7.9,69,1,1,0,0,1
303,305,In the Dark,2019,16,7.5,69,1,0,0,0,1
304,306,GHOUL,2018,18,7.1,69,1,0,0,0,1
305,307,Nailed It!,2018,7,7.4,69,1,0,0,0,1
306,308,Voltron: Legendary Defender,2016,7,8.1,69,1,0,0,0,1
307,309,Trollhunters: Tales of Arcadia,2016,7,8.4,69,1,0,0,0,1
308,310,Sweet Magnolias,2020,16,7.4,69,1,0,0,0,1
309,311,Medici: Masters of Florence,2016,7,7.9,69,1,0,0,0,1
310,312,The Innocent,2021,0,7.9,69,1,0,0,0,1
311,313,Aggretsuko,2018,16,8.1,69,1,0,0,0,1
312,314,Jurassic World: Camp Cretaceous,2020,7,7.5,69,1,0,0,0,1
313,315,Rake,2010,16,8.5,69,1,1,1,0,1
314,316,The Serpent,2021,0,7.6,69,1,0,0,0,1
315,317,The Gift,2019,18,7.2,69,1,1,0,0,1
316,318,Violet Evergarden,2018,16,8.5,69,1,0,0,0,1
317,319,3Below: Tales of Arcadia,2018,7,7.7,69,1,0,0,0,1
318,320,Jeffrey Epstein: Filthy Rich,2020,18,7.1,69,1,0,0,0,1
319,321,Dawson's Creek,1998,7,6.6,69,1,1,0,0,1
320,322,Private Practice,2007,16,6.7,69,1,1,0,0,1
321,323,Beauty and the Beast,2012,7,7.0,69,1,0,0,1,1
322,324,Daybreak,2019,18,6.7,69,1,0,0,0,1
323,325,Easy,2016,18,6.9,69,1,0,0,0,1
324,326,Behind Her Eyes,2021,18,7.2,68,1,0,0,0,1
325,327,Collateral,2018,18,6.8,68,1,0,0,0,1
326,328,Knightf0,2017,16,6.8,68,1,0,0,0,1
327,329,The Confession Killer,2019,16,7.4,68,1,0,0,0,1
328,330,Sophie: A Murder In West Cork,2021,18,6.9,68,1,0,0,0,1
329,331,C0 My Agent!,2015,16,8.3,68,1,0,0,0,1
330,332,My Little Pony: Friendship Is Magic,2010,7,7.6,68,1,1,0,0,1
331,333,Leah Remini: Scientology and the Aftermath,2016,16,9.0,68,1,1,0,0,1
332,334,Containment,2016,16,7.2,68,1,0,0,0,1
333,335,Z Nation,2014,16,6.7,68,1,0,0,0,1
334,336,Emily in Paris,2020,18,7.0,68,1,0,0,0,1
335,337,Victorious,2010,7,6.9,68,1,0,0,0,1
336,338,Scream: The TV Series,2015,16,7.1,68,1,0,0,0,1
337,339,Akame ga Kill!,2014,18,7.8,68,1,1,0,0,1
338,340,Warrior Nun,2020,18,6.9,68,1,0,0,0,1
339,341,Bad Blood,2017,18,7.5,68,1,0,0,0,1
340,342,Young & Hungry,2014,16,7.4,68,1,0,0,0,1
